l:  20,,,
N:  30,,,
G:  10,,,
P_m:  0.033,,,
P_c:  0.6,,,
#Exp:  1,  #Gen:  0,,
Individual, Fitness Value, Normalized Fitness, Running Total
Individual, Fitness Value, Normalized Fitness, Running Total
0,0.805291,0.0452066,0.0452066
1,0.58602,0.0328974,0.0781041
2,0.000331591,1.86E-05,0.0781227
3,0.754672,0.042365,0.120488
4,0.635272,0.0356623,0.15615
5,0.591081,0.0331815,0.189331
6,0.59136,0.0331972,0.222529
7,0.537237,0.0301589,0.252688
8,0.809239,0.0454283,0.298116
9,0.57993,0.0325555,0.330671
10,0.693208,0.0389146,0.369586
11,0.000452572,2.54E-05,0.369611
12,0.582106,0.0326777,0.402289
13,0.689378,0.0386996,0.440989
14,0.94845,0.0532432,0.494232
15,0.590475,0.0331475,0.527379
16,0.693201,0.0389143,0.566294
17,0.540737,0.0303553,0.596649
18,0.693208,0.0389146,0.635564
19,0.686544,0.0385405,0.674104
20,0.540737,0.0303553,0.704459
21,0.591289,0.0331932,0.737653
22,0.689268,0.0386935,0.776346
23,0.689268,0.0386935,0.81504
24,0.585113,0.0328465,0.847886
25,0.52961,0.0297307,0.877617
26,0.546378,0.0306721,0.908289
27,0.296309,0.0166339,0.924923
28,0.755294,0.0423999,0.967323
29,0.5821,0.0326774,1
,,,
,,,
l:  20,,,
N:  30,,,
G:  10,,,
P_m:  0.033,,,
P_c:  0.6,,,
#Exp:  1,  #Gen:  9,,
Individual, Fitness Value, Normalized Fitness, Running Total
0,0.691017,0.0381425,0.0381425
1,0.693201,0.038263,0.0764055
2,0.591075,0.0326259,0.109031
3,0.54294,0.029969,0.139
4,0.583602,0.0322134,0.171214
5,0.94845,0.0523522,0.223566
6,0.811259,0.0447796,0.268345
7,0.498591,0.027521,0.295867
8,0.0249434,0.00137682,0.297243
9,0.5821,0.0321305,0.329374
10,0.686211,0.0378772,0.367251
11,0.590475,0.0325928,0.399844
12,0.593456,0.0327573,0.432601
13,0.588324,0.032474,0.465075
14,0.754672,0.0416561,0.506731
15,0.755294,0.0416904,0.548422
16,0.686544,0.0378956,0.586317
17,0.693201,0.038263,0.62458
18,0.94816,0.0523361,0.676916
19,0.0094337,0.000520717,0.677437
20,0.585113,0.0322968,0.709734
21,0.686435,0.0378896,0.747623
22,0.529632,0.0292344,0.776858
23,0.591289,0.0326377,0.809496
24,0.585302,0.0323072,0.841803
25,0.29636,0.0163584,0.858161
26,0.590986,0.032621,0.890782
27,0.5821,0.0321305,0.922913
28,0.591289,0.0326377,0.95555
29,0.805283,0.0444497,1
,,,
,,,
l:  20,,,
N:  30,,,
G:  10,,,
P_m:  0.033,,,
P_c:  0.6,,,
#Exp:  1,  #Gen:  0,,
Individual, Fitness Value, Normalized Fitness, Running Total
0,0.00371041,0.00128339,0.00128339
1,1.35E-15,4.67E-16,0.00128339
2,0.000210592,7.28E-05,0.00135624
3,0.000684736,0.000236843,0.00159308
4,0.00416831,0.00144178,0.00303485
5,5.15E-19,1.78E-19,0.00303485
6,1.38E-07,4.78E-08,0.0030349
7,0.000448607,0.000155169,0.00319007
8,0.126654,0.0438085,0.0469986
9,0.000819277,0.00028338,0.047282
10,0.143583,0.0496638,0.0969458
11,2.71E-06,9.37E-07,0.0969467
12,0.0141994,0.00491143,0.101858
13,0.122508,0.0423743,0.144232
14,1.12E-08,3.86E-09,0.144232
15,2.32E-15,8.03E-16,0.144232
16,0.00146426,0.000506472,0.144739
17,0.000799302,0.000276471,0.145015
18,1.43E-05,4.95E-06,0.14502
19,6.50E-12,2.25E-12,0.14502
20,9.54E-07,3.30E-07,0.145021
21,0.614025,0.212385,0.357406
22,0.616723,0.213319,0.570724
23,0.0530575,0.018352,0.589076
24,0.966092,0.334162,0.923238
25,3.78E-05,1.31E-05,0.923251
26,3.08E-14,1.07E-14,0.923251
27,0.000172419,5.96E-05,0.923311
28,0.221716,0.0766893,1
29,2.63E-09,9.11E-10,1
,,,
,,,
l:  20,,,
N:  30,,,
G:  10,,,
P_m:  0.033,,,
P_c:  0.6,,,
#Exp:  1,  #Gen:  1,,
Individual, Fitness Value, Normalized Fitness, Running Total
0,0.975601,0.0600152,0.0600152
